inchi_key	compound_name	rt_max	rt_min	rt_peak	rt_units	detected_polarity	mz	mz_tolerance	mz_tolerance_units	mono_isotopic_molecular_weight	pubchem_compound_id	synonyms	inchi	adduct	label	ms1_notes	ms2_notes	identification_notes
OVRNDRQMDRJTHS-RTRLPJTCSA-N	N-acetyl-glucosamine (unlabeled)	7.041088465	6.441088465	6.741088465	min	negative	220.0826635	5	ppm	221.0899372	439174	"N-Acetyl-D-Glucosamine///GlcNAc///2-Acetamido-2-Deoxy-D-Glucopyranose///2-Acetamido-2-Deoxy-D-Glucose///N-Acetylchitosamine///N-acetylglucosamine///Aflexa///CHEBI:506227///D-GlcNAc///Glucosamine Complex///Maxi GS///acetylglucosamine///N-Acetyl-D-glucosamine-Agarose///Natures Blend Glucosamine///AC1L96TK///A2278_SIGMA///MLS001333127///MLS001333128///N-Acetyl-Glucosamine///2-Acetamido-2-deoxyglucose///JFD00446///GS-500///2-Acetamido-D-glucose///SMR000857242///A0092///2-Acetamido-2-Deoxy-Glucose///2-Deoxy-2-Acetamido-Glucose///C00140///N-[(3R,4R,5S,6R)-2,4,5-trihydroxy-6-(hydroxymethyl)oxan-3-yl]acetamide///2-Deoxy-2-Acetamido-D-Glucose///hydrolyzed chitin///2-Acetamido-2-Deoxy-Glucopyranose///2-Deoxy-2-Acetamido-Glucopyranose///NAcGlc///2-Acetamido-2-Deoxy-Glucopyranoside///pharmaceutical aid///1rdn///2-Deoxy-2-Acetamido-Glucopyranoside///2-Acetylamino-2-deoxy-D-glucose///Crab Shell Chitin///2-Deoxy-2-Acetamido-D-Glucopyranose///2-Acetamido-2-Deoxy-D-Glucopyranoside///2-Deoxy-2-Acetamido-D-Glucopyranoside///N-Acetyl Glucosamine///N-Acetylchondrosamine///N-Acetylgalactosamine///NSC 524344///Spectrum_000999///AC1L9HNX///AC1Q5JMQ"	"InChI=1S/C8H15NO6/c1-3(11)9-5-7(13)6(12)4(2-10)15-8(5)14/h4-8,10,12-14H,2H2,1H3,(H,9,11)/t4-,5-,6-,7-,8?/m1/s1"	[M-H]-	N-acetyl-glucosamine (unlabeled)	nan	nan	nan
WQZGKKKJIJFFOK-APHFOIPNSA-N	mannose (U - 13C)	8.183960678	7.583960678	7.883960678	min	negative	185.0762135	5	ppm	186.0835171			"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1/i1+1,2+1,3+1,4+1,5+1,6+1"	[M-H]-	mannose (U - 13C)	nan	nan	nan
WQZGKKKJIJFFOK-QTVWNMPRSA-N	mannose (unlabeled)	8.183960678	7.583960678	7.883960678	min	negative	179.0561135	5	ppm	180.0633881	18950	"D-Mannose///Mannose///D-Mannopyranose///Carubinose///Seminose///D(+)-Mannose///Mannopyranose///DL-Mannose///Mannopyranoside///(+-)-Mannose///CHEBI:4208///Mannose (VAN)///(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol///D-Mannopyranoside///530-26-7///D-Man///WQZGKKKJIJFFOK-QTVWNMPRSA-N///Man///SMR000857125///Carubinose (van)///Mannopyranose, D-///nchembio828-comp8///D-()-Mannose///alpha,beta-D-mannopyranose///bmse000018///bmse000874///bmse000882///Epitope ID:152206///AC1L2D5C///hexose (ACD/Name 4.0)///SCHEMBL38300///MLS001332527///MLS001332528///M2069_SIGMA///M6020_SIGMA///CHEMBL469448///GTPL4650///63579_FLUKA///63579_SIGMA///63582_FLUKA///HMDB00169///HMS2236J04///EINECS 208-474-2///BDBM50448403///CM-140///MFCD00064122///AKOS025212856///NCGC00166108-01///AC-11148///CA001726"	"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5+,6?/m1/s1"	[M-H]-	mannose (unlabeled)	nan	nan	nan
FBPFZTCFMRRESA-CRWJSTOYSA-N	mannitol (U - 13C)	10.28450708	8.784507075	9.534507075	min	negative	187.09189	5	ppm	188.0991672			"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1/i1+1,2+1,3+1,4+1,5+1,6+1"	[M-H]-	mannitol (U - 13C)	nan	nan	nan
FBPFZTCFMRRESA-KVTDHHQDSA-N	mannitol (unlabeled)	10.28450708	8.784507075	9.534507075	min	negative	181.0718	5	ppm	182.0790382	6251	"D-mannitol///mannitol///Mannite///Osmitrol///Manna sugar///Osmofundin///69-65-8///Mannigen///Mannistol///Resectisol///Isotol///Mannit///Cordycepic acid///Mannazucker///Diosmol///Invenex///Mannidex///Osmosal///Marine Crystal///Maniton-S///Mannogem 2080///Manicol///Mannitol, D-///Bronchitol///Aridol///SDM No. 35///Mannitol (VAN)///Mannitol 20%///Cordycepate///Hexanhexol///Hexahydroxyhexane///Mushroom sugar///Maniton s///Mannit p///MANNITOL 25%///Mannitol [USAN]///(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol///CHEBI:16899///Mannidex 16700///NCI-C50362///(2R,3R,4R,5R)-Hexane-1,2,3,4,5,6-hexaol///BRN 1721898///UNII-3OWL53L36A///CCRIS 369///HSDB 714///Mannitol 5%///Mannitol (USP)///Mannitol [USP]///NSC 9256///EINECS 200-711-8///EINECS 201-770-2///Mannitol 10%///Mannitol 15%///D-(-)-Mannitol///NSC 407017///87-78-5///1,2,3,4,5,6-Hexanehexol///NCGC00164246-01///E421///Osmitrol 5% In Water///AI3-19511///Osmitrol 10% In Water///Osmitrol 15% In Water///Osmitrol 20% In Water///DSSTox_CID_3235///manita///DSSTox_RID_76936///DSSTox_GSID_23235///Mannitolum///OSMITROL 5% IN WATER IN PLASTIC CONTAINER///OSMITROL 10% IN WATER IN PLASTIC CONTAINER///OSMITROL 15% IN WATER IN PLASTIC CONTAINER///OSMITROL 20% IN WATER IN PLASTIC CONTAINER///D-mannite///Resectisol In Plastic Container///DL-Mannitol///MANNITOL 10% W/ DEXTROSE 5% IN DISTILLED WATER///Mannitol 5% In Plastic Container///Mannitol 10% In Plastic Container///Mannitol 15% In Plastic Container///MANNITOL 15% W/ DEXTROSE 5% IN SODIUM CHLORIDE 0.45%///Mannitol 20% In Plastic Container///MANNITOL 5% W/ DEXTROSE 5% IN SODIUM CHLORIDE 0.12%///Osmitrol (TN)///MFCD00064287///CAS-69-65-8///85085-15-0///MTL///D-Mannitol, Mannitol, Osmitrol, Osmofundin///bmse000099///CHEMBL689///Ambap69-65-8///MLS001335977///MLS001335978///15719_ALDRICH///M1902_SIGMA///15719_RIEDEL///33440_RIEDEL///AC1L1M49///AC1Q28E5///M4125_SIAL///M8429_SIAL///M9546_SIAL///M9647_SIAL///33440_SIGMA///63559_FLUKA///63559_SIGMA///63560_FLUKA///63565_FLUKA///63565_SIGMA///Deltamannit///Osmosteril///Demanitol///Diurecide///Fraxinine///Manitol///Maniton///Mannisol///Osmohale///Osmosol///Manit///D-mitobronitol///Manitol Mein///Mannit-Losung///AR-1J3861///Mannisol A///ZINC02041302///cpd without stereochemical designation///1,2,3,4,5,6-Hexahexol, Mannite///Mannite Actipharm///LS-1588///Mannitol Injection///Bronchitol (TN)///(D)-mannitol///AC-12776///LS-89250///SMR000857324///TL806434///AB1002081///Mannitol Inj 25%///M0044///S2381_Selleck///C00392///D00062///D-Mannitol (JP16)///4-01-00-02841 (Beilstein Handbook Reference)///ED1D1E61-FEFB-430A-AFDC-D1F4A957FC3D///Mannitol Inj 5% Abbovac///Osmitrol 10% Inj USP///Osmitrol 20% Inj USP///SCHEMBL919///Epitope ID:114705///Mannitol Inj 10% Abbovac///D-Mannitol, EP, USP grade///3OWL53L36A///HMDB00765///FBPFZTCFMRRESA-KVTDHHQDSA-N///HMS2230N11///123897-58-5///133-43-7///36413-61-3///5149-40-6///75398-80-0///HY-N0378///ZINC2041302///Tox21_112092///Tox21_201487///Tox21_300483///Resectisol (5% Mannitol Irrigation)///AKOS006280947///Tox21_112092_1///BCP9000575///CS-2494///DB00742///RP24311///D-Mannito-Supplied by Selleck Chemicals///NCGC00164246-03///NCGC00164246-04///NCGC00164246-05///NCGC00254277-01///NCGC00259038-01///AJ-33305///AK-48449///AN-23785///BT000240///CA001772///CA012130///CJ-32570///K167///KB-53490///SC-18306///WURCS=1.0/1,0/[h1122h]///AB0008020///KB-251717///E 421///E-421///FT-0625542///1630-EP2269989A1///1630-EP2269994A1///1630-EP2269996A1///1630-EP2269999A1///1630-EP2270000A1///1630-EP2270002A1///1630-EP2270005A1///1630-EP2270007A1///1630-EP2270008A1///1630-EP2270011A1///1630-EP2270012A1///1630-EP2270013A1///1630-EP2270014A1///1630-EP2272517A1///1630-EP2272537A2///1630-EP2272817A1///1630-EP2272826A1///1630-EP2272848A1///1630-EP2275412A1///1630-EP2275413A1///1630-EP2275420A1///1630-EP2275421A1///1630-EP2277507A1///1630-EP2277565A2///1630-EP2277566A2///1630-EP2277567A1///1630-EP2277568A2///1630-EP2277569A2///1630-EP2277570A2///1630-EP2277861A1///1630-EP2277867A2///1630-EP2277877A1///1630-EP2277879A1///1630-EP2280003A2///1630-EP2280008A2///1630-EP2280010A2///1630-EP2281559A1///1630-EP2281818A1///1630-EP2281823A2///1630-EP2283811A1///1630-EP2284149A1///1630-EP2284159A1///1630-EP2284166A1///1630-EP2286795A1///1630-EP2287147A2///1630-EP2287156A1///1630-EP2287160A1///1630-EP2287165A2///1630-EP2287166A2///1630-EP2289509A2///1630-EP2289518A1///1630-EP2289893A1///1630-EP2289894A2///1630-EP2292222A1///1630-EP2292227A2///1630-EP2292231A1///1630-EP2292234A1///1630-EP2292280A1///1630-EP2292593A2///1630-EP2292597A1///1630-EP2292611A1///1630-EP2292612A2///1630-EP2292613A1///1630-EP2292616A1///1630-EP2292617A1///1630-EP2292620A2///1630-EP2292622A1///1630-EP2292624A1///1630-EP2292630A1///1630-EP2295053A1///1630-EP2295055A2///1630-EP2295402A2///1630-EP2295408A1///1630-EP2295416A2///1630-EP2295424A1///1630-EP2295426A1///1630-EP2295427A1///1630-EP2295430A2///1630-EP2295431A2///1630-EP2295432A1///1630-EP2295433A2///1630-EP2295437A1///1630-EP2295439A1///1630-EP2298734A2///1630-EP2298743A1///1630-EP2298744A2///1630-EP2298747A1///1630-EP2298748A2///1630-EP2298752A1///1630-EP2298758A1///1630-EP2298759A1///1630-EP2298764A1///1630-EP2298765A1///1630-EP2298770A1///1630-EP2298773A1///1630-EP2298775A1///1630-EP2298779A1///1630-EP2298783A1///1630-EP2301533A1///1630-EP2301540A1///1630-EP2301922A1///1630-EP2301923A1///1630-EP2301931A1///1630-EP2301937A1///1630-EP2301938A1///1630-EP2305243A1///1630-EP2305248A1///1630-EP2305250A1///1630-EP2305254A1///1630-EP2305636A1///1630-EP2305641A1///1630-EP2305653A1///1630-EP2305663A1///1630-EP2305664A1///1630-EP2305665A1///1630-EP2305668A1///1630-EP2305675A1///1630-EP2305680A2///1630-EP2305681A1///1630-EP2305695A2///1630-EP2305696A2///1630-EP2305697A2///1630-EP2305698A2///1630-EP2308492A1///1630-EP2308510A1///1630-EP2308562A2///1630-EP2308812A2///1630-EP2308828A2///1630-EP2308833A2///1630-EP2308852A1///1630-EP2308861A1///1630-EP2308869A1///1630-EP2308872A1///1630-EP2308873A1///1630-EP2308875A1///1630-EP2308877A1///1630-EP2311453A1///1630-EP2311464A1///1630-EP2311494A1///1630-EP2311806A2///1630-EP2311807A1///1630-EP2311809A1///1630-EP2311821A1///1630-EP2311825A1///1630-EP2311829A1///1630-EP2311831A1///1630-EP2311836A1///1630-EP2311837A1///1630-EP2311838A1///1630-EP2311840A1///1630-EP2311842A2///1630-EP2314295A1///1630-EP2314575A1///1630-EP2314584A1///1630-EP2314586A1///1630-EP2314590A1///1630-EP2314591A1///1630-EP2314593A1///1630-EP2316470A2///1630-EP2316829A1///1630-EP2316831A1///1630-EP2316832A1///1630-EP2316833A1///1630-EP2316834A1///1630-EP2316836A1///1630-EP2371811A2///1630-EP2374454A1///1630-EP2374790A1///1630-EP2374792A1///1630-EP2377849A2///X-3269///27808-EP2269993A1///27808-EP2270505A1///27808-EP2277874A1///27808-EP2277880A1///27808-EP2281823A2///27808-EP2284160A1///27808-EP2287155A1///27808-EP2292610A1///27808-EP2292612A2///27808-EP2295406A1///27808-EP2295414A1///27808-EP2295432A1///27808-EP2298731A1///27808-EP2298767A1///27808-EP2298772A1///27808-EP2301938A1///27808-EP2305219A1///27808-EP2308839A1///27808-EP2311822A1///27808-EP2314587A1///Q-101039"	"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4-,5-,6-/m1/s1"	[M-H]-	mannitol (unlabeled)	nan	nan	nan
COLNVLDHVKWLRT-CMLFETTRSA-N	"phenylalanine (U - 13C, 15N)"	9.279305704	8.679305704	8.979305704	min	negative	174.09893	5	ppm	175.1062071	16217565	"Phenylalanine-ul-13C,15N///L-Phenylalanine-13C9,15N///608017_ALDRICH///SCHEMBL1330932///878339-23-2"	"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1/i1+1,2+1,3+1,4+1,5+1,6+1,7+1,8+1,9+1,10+1"	[M-H]-	"phenylalanine (U - 13C, 15N)"	nan	nan	nan
COLNVLDHVKWLRT-QMMMGPOBSA-N	phenylalanine (unlabeled)	9.279305704	8.679305704	8.979305704	min	negative	164.0717	5	ppm	165.0789786	6140	"L-phenylalanine///phenylalanine///63-91-2///(S)-Phenylalanine///3-Phenyl-L-alanine///(S)-2-Amino-3-phenylpropanoic acid///(S)-2-Amino-3-phenylpropionic acid///(L)-Phenylalanine///3-Phenylalanine///beta-Phenyl-L-alanine///L-Alanine, phenyl-///Alanine, 3-phenyl-///Phenylalanine, L-///(S)-alpha-Amino-beta-phenylpropionic acid///Alanine, phenyl-, L-///L-Alanine, 3-phenyl-///(2S)-2-amino-3-phenylpropanoic acid///(S)-alpha-Aminohydrocinnamic acid///(S)-(-)-Phenylalanine///H-Phe-OH///(S)-alpha-Amino-benzenepropanoic acid///beta-Phenylalnine, (-)-///Phenylalanine (VAN)///Fenilalanina [Spanish]///Phenylalaninum [Latin]///Hydrocinnamic acid, alpha-amino-///alpha-Aminohydrocinnamic acid///2-Amino-3-phenylpropionic acid, L-///endophenyl///fenilalanina///FEMA No. 3585///Phenylalamine///Phenylalaninum///phenyl-Alanine///HSDB 1825///alpha-Aminohydrocinnamic acid, L-///alpha-Amino-beta-phenylpropionic acid, L-///1usi///Benzenepropanoic acid, alpha-amino-, (S)-///NSC 79477///UNII-47E5O17Y3R///CHEMBL301523///AmbotzHAA1121///L-PHENYLALININE///phe///Phenylalanine [USAN:INN:JAN]///CHEBI:17295///1f2p///L-2-Amino-3-phenylpropionic acid///alpha-Aminohydrocinnamate///(-)-beta-Phenylalanine///AC1L1LVU///beta-Phenyl-alpha-alanine///EINECS 200-568-1///Phenylalanine (USP/INN)///bmse000045///NCIStruc1_000204///NCIStruc2_000248///(S)-alpha-Aminohydrocinnamate///P5482_SIGMA///P8740_SIGMA///L-2-Amino-3-phenylpropionate///W358509_ALDRICH///CCRIS 4254///P2126_SIAL///P8740_SIAL///67675-33-6///(S)-alpha-Aminobenzenepropanoate///78019_FLUKA///78019_SIGMA///(S)-2-amino-3-phenylpropanoate///(S)-2-Amino-3-phenylpropionate///NCI9959///(S)-alpha-Amino-benzenepropanoate///L-2-Amino-3-phenylpropanoic acid///NSC-9959///(S)-alpha-Aminobenzenepropanoic acid///MFCD00064227///NCGC00013103///(S)-alpha-Amino-beta-phenylpropionate///3617-44-5///DB00120///LS-1515///(2S)-2-amino-3-phenyl-propanoic acid///NCGC00095047-01///NCGC00095047-02///NCGC00095047-03///NCGC00095047-04///AB1003608///L-Phe///P0134///C00079///D00021///1F9436B3-8B0D-4AC6-A004-4249B0BDA436///Alanine, phenyl-///.beta.-Phenylalanine///Phenyl-.alpha.-alanine///10549-09-4///5297-02-9///801204-11-5///L-.beta.-Phenylalanine///.beta.-Phenyl-L-alanine///(-)-.beta.-Phenylalanine///.alpha.-Aminohydrocinnamic acid///.beta.-Phenyl-.alpha.-alanine///L-phenylaniline///Hydrocinnamic acid, .alpha.-amino-///.beta.-Phenyl-.alpha.-alanine, l-///L-phenyl Alanine///DB02556///CID6140///(-)-phenylalanine///(RS)-phenylalanine///.alpha.-Amino-.beta.-phenylpropionic acid///nchembio816-comp8///nchembio.185-comp8///nchembio.255-comp2///PubChem11004///nchembio.186-comp89///L-PHE-OH///H-L-PHE-OH///L-Phenylalanine (JP15)///L-Phenylalanine (JP16)///bmse000900///bmse000921///bmse001016///SCHEMBL8119///H-Phe-2-Chlorotrityl Resin///L-(-)-PHENYLALANINE///GTPL3313///BDBM18073///CTK2F1892///HMDB00159///47E5O17Y3R///ZINC105196///CID37278///HY-N0215///L-2-Amino-3-phenyl propionic acid///ANW-34771///CCG-37572///DAP000807///DNC012968///673-06-3 D-PHENYL)///ALPHA-AMINO-HYDROCINNAMIC ACID///L-[2,3,4,5,6-3H]phenylalanine///AKOS010373257///AKOS015853585///(S)-.alpha.-Aminobenzenepropanoic acid///AB02575///CS-2315///CS15443///MCULE-5960921520///RP22791///RP22792///RP22793///NCGC00013103-02///NCGC00013103-03///NCGC00013103-04///NCGC00013103-05///AJ-11166///AK-46761///AM004103///AN-23734///AN-38311///BP-20538///BR-25441///BR-46761///BT000197///K018///KB-53349///SC-09766///AB0013977///DB-016441///DB-029978///ST2413190///TR-030654///A5737///AM20060774///FT-0602457///FT-0648843///ALPHA-AMINO-BETA-PHENYL PROPIONIC ACID///Benzenepropanoic acid, .alpha.-amino-, (S)-///M-5935///M02961///34149-EP2289892A1///34149-EP2301939A1///34149-EP2305688A1///34149-EP2305825A1///34149-EP2311850A1///125851-EP2284178A2///125851-EP2284179A2///125851-EP2295422A2///Q-201326///F0001-2360///62056-68-2"	"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1"	[M-H]-	phenylalanine (unlabeled)	nan	nan	nan
ROHFNLRQFUQHCH-BNUYUSEDSA-N	"leucine (U - 13C, 15N)"	9.619656306	9.019656306	9.319656306	min	negative	137.10451	5	ppm	138.1117926			"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/i1+1,2+1,3+1,4+1,5+1,6+1,7+1"	[M-H]-	"leucine (U - 13C, 15N)"	nan	nan	nan
ROHFNLRQFUQHCH-UHFFFAOYSA-N	leucine (unlabeled)	9.619656306	9.019656306	9.319656306	min	negative	130.08735	5	ppm	131.0946287	857	"DL-Leucine///328-39-2///2-Amino-4-methylpentanoic acid///H-DL-Leu-OH///Leucine, DL-///(RS)-Leucine///(+-)-Leucine///DL-2-Amino-4-methylpentanoic acid///NSC46709///L-(1-13C)Leucine///L-(1-14C)Leucine///2-amino-4-methyl-pentanoic acid///CHEBI:25017///ROHFNLRQFUQHCH-UHFFFAOYSA-N///(+/-)-Amino-4-methylpentanoic acid///MFCD00063087///Leucine,d///L -2-Amino-4-methylpentanoic acid///25322-63-8///Leuzin///Hleu///EINECS 206-327-7///NSC 77687///NSC-46709///DL Leucine///Leucine #///.alpha.-Amino-.gamma.-methylvaleric acid///AI3-52422///L(+)-Leucine///Norvaline, 4-methyl-///POLY-L-LEUCINE///ACMC-209hwc///ACMC-209mxe///ACMC-1AYLI///(.+-.)-Leucine///(.+/-.)-Leucine///LEUCINE,(L)///LEUCINE, U.S.P.///AC1L1A6K///AC1Q1P3E///AC1Q1P3F///AC1Q1P3G///SCHEMBL3888///alpha-amino-iso-caproic acid///.alpha.-Aminoisocaproic acid///KSC224Q1T///CHEMBL46575///L5770_SIGMA///L5897_SIGMA///L7772_SIGMA"	"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)"	[M-H]-	leucine (unlabeled)	nan	nan	nan
FBPFZTCFMRRESA-FYUKPSRXSA-N	galactitol (U - 13C)	9.813186534	9.213186534	9.513186534	min	negative	182.0751135	5	ppm	183.082393			"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5+,6-/i1+1/m0/s1"	[M-H]-	galactitol (U - 13C)	nan	nan	nan
FBPFZTCFMRRESA-GUCUJZIJSA-N	galactitol (unlabeled)	9.813186534	9.213186534	9.513186534	min	negative	181.0717635	5	ppm	182.0790382	11850	"galactitol///dulcitol///dulcite///608-66-2///dulcose///Euonymit///D-Galactitol///Melampyrin///Melampyrit///(2R,3S,4R,5S)-Hexane-1,2,3,4,5,6-hexaol///Melampyrite///Melampyrum///meso-galactitol///D-Dulcitol///L-galactitol///CHEBI:16813///Ambap5938///(2R,3S,4R,5S)-hexane-1,2,3,4,5,6-hexol///FBPFZTCFMRRESA-GUCUJZIJSA-N///DSSTox_CID_26051///DSSTox_RID_81307///DSSTox_GSID_46051///CAS-608-66-2///WURCS=1.0/1,0/[h1221h]///NCGC00159410-03///NCGC00159410-04///Epitope ID:114704///AC1L1YA0///UNII-113ZQ1Y7DD///Ambap608-66-2///SCHEMBL25162///D0256_SIGMA///113ZQ1Y7DD///AC1Q59P0///CHEMBL1773904///HMDB00107///NSC 1944///EINECS 210-165-2///Tox21_111643///Tox21_111644///MFCD00064288///ZINC18006959///AKOS008145350///Tox21_111643_1///Tox21_111644_1///CS-O-02337///MCULE-5520163874///NCGC00164353-05///NCGC00166072-02///AJ-70222///AK113597///CA001769///AI3-19423///G0005///ST24020272///A-8035///C01697///118FFB2B-9CDF-4CF4-9706-6865B46BA004///18089-21-9///362631-40-1///40742-76-5"	"InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5+,6-"	[M-H]-	galactitol (unlabeled)	nan	nan	nan
AGPKZVBTJJNPAG-PVHYACKGSA-N	"isoleucine (U - 13C, 15N)"	10.00543744	9.40543744	9.70543744	min	negative	137.10451	5	ppm	138.1117926			"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1/i1+1,2+1,3+1,4+1,5+1,6+1,7+1"	[M-H]-	"isoleucine (U - 13C, 15N)"	nan	nan	nan
AGPKZVBTJJNPAG-WHFBIAKZSA-N	isoleucine (unlabeled)	10.00543744	9.40543744	9.70543744	min	negative	130.08735	5	ppm	131.0946287	6306	"l-isoleucine///Isoleucine///73-32-5///(2S,3S)-2-Amino-3-methylpentanoic acid///(S)-Isoleucine///(S,S)-Isoleucine///2S,3S-Isoleucine///L-(+)-Isoleucine///erythro-L-Isoleucine///2-Amino-3-methylvaleric acid///L-Ile///iso-leucine///alpha-Amino-beta-methylvaleric acid///ISOLEUCINE, L-///Isoleucine (VAN)///Valeric acid, 2-amino-3-methyl-///Isoleucinum [Latin]///Isoleucina [Spanish]///L-Norvaline, 3-methyl-, erythro-///Acetic acid, amino-sec-butyl-///Norvaline, 3-methyl-///2-Amino-3-methylpentanoic acid///(2S,3S)-alpha-Amino-beta-methyl-n-valeric acid///Pentanoic acid, 2-amino-3-methyl-///443-79-8///CCRIS 5229///H-Ile-OH///Isoleucine [USAN:INN]///[S-(R*,R*)]-2-Amino-3-methylpentanoic acid///NSC 46708///2-Amino-3-methylpentanoic acid, (S-(R*,R*))-///Acetic acid, amino(1-methylpropyl)-, (R*,R*)-///2-amino-3-methylpentanoate///(2S,3S)-a-Amino-b-methylvaleric acid///(2S,3S)-a-Amino-b-methyl-n-valeric acid///(2S,3S)-2-amino-3-methyl-Pentanoic acid///ile///(2S,3S)-alpha-Amino-beta-methylvaleric acid///CHEBI:17191///(S-(R*,R*))-2-Amino-3-methylpentanoic acid///2S-Amino-3S-methylpentanoic acid///AGPKZVBTJJNPAG-WHFBIAKZSA-N///UNII-04Y7590D77///EINECS 200-798-2///Pentanoic acid, 2-amino-3-methyl-, (S-(R*,R))-///(2S,3S)-2-amino-3-methyl-Pentanoate///ST079276///[S-(R*,R*)]-2-Amino-3-methylpentanoate///(2S,3S)-alph-Amino-beta-methylvaleric acid///(2S,3S)-2-amino-3-methylpentanoate///Pentanoic acid, 2-amino-3-methyl-, (2S,3S)-///DL-Allo-isoleucine///isoleucin///Isoleucina///Isoleucinum///UNII-5HX0BYT4E3///NSC46708///5HX0BYT4E3///L-iso-leucine///(L)-Isoleucine///L- iso-Leucine///Isoleucine (USP)///(+)-L-isoleucine///H-lle-OH///L-[14C]Isoleucine///H-DL-lle-OH///PubChem12389///PubChem21625///L-Isoleucine (JP16)///Isoleucine, L- (8CI)///bmse000041///bmse000866///bmse000884///AC1L1M8I///SCHEMBL8869///H-Ile-2-Chlorotrityl Resin///sec-C4H9CH(NH2)COOH///KSC377G8R///I2877_SIGMA///I5281_SIGMA///I7403_SIGMA///W527602_ALDRICH///FEMA No. 3295///AC1Q2C75///AC1Q2C76///GTPL3311///I2752_SIAL///I5281_SIAL///CHEMBL1233584///L-Isoleucine: D-allo-isoleucine///58879_FLUKA///58879_SIGMA///BDBM18140///CTK2H7388///HMDB00172///Norvaline, 3-methyl-, erythro-///Pharmakon1600-01301004///131598-62-4///7004-09-3///NSC 9958///ZINC3581355///EINECS 207-139-8///ANW-36330///LMFA01100047///MFCD00004268///MFCD00064222///NSC760109///SBB037854///AKOS015842027///AM81842///DB00167///MCULE-2215911951///NSC-760109///RP17314///AJ-45037///AK-50075///AM001754///AN-23817///BP-20357///BT000129///KB-50331///KB-53235///LS-84762///(2RS,3S)-2-Amino-3-methylpentanoic acid///AB1002444///AI3-18474///DB-017950///ST2419263///ST2419446///TC-030676///TL8006098///04Y7590D77///FT-0620923///I0181///C00407///D00065///M03002///Z-4689///34148-EP2289892A1///34148-EP2295410A1///34148-EP2305825A1///34148-EP2311850A1///Q-201311///T7107072///(2S,3S)-.alpha.-Amino-.beta.-methyl-n-valeric acid///.alpha.-Amino-.beta.-methylvaleric acid, (2S,3S)-///I14-13476///Pentanoic acid, 2-amino-3-methyl-, [S-(R*,R*)]-///F8880-9085///UNII-5HX0BYT4E3 component AGPKZVBTJJNPAG-WHFBIAKZSA-N///UNII-N7U7BXP2OI component AGPKZVBTJJNPAG-WHFBIAKZSA-N///E46116A2-987C-4709-9E80-A64DA838D5A1///(S,S)-2-amino-3-methyl-pentanoicacid;(s,s)-isoleucine;[S-(R*,R*)]-2-Amino-3-methylpentanoic acid///1160211-67-5///198412-80-5///19883-67-1///205879-85-2///224311-99-3///228416-77-1///410078-51-2///501028-75-7///676371-21-4///807611-99-0///959215-79-3"	"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1"	[M-H]-	isoleucine (unlabeled)	nan	nan	nan
KDYFGRWQOYBRFD-JCDJMFQYSA-N	succinic acid peak 1 (U - 13C)	10.39616705	9.796167045	10.09616705	min	negative	121.0327515	5	ppm	122.040028			"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)/i1+1,2+1,3+1,4+1"	[M-H]-	succinic acid peak 1 (U - 13C)	nan	nan	nan
