compound_name	inchi_key	adduct	mz	rt_peak	rt_min	rt_max	mz_tolerance	polarity	identification_notes	classes	pathways	source	rt_space	tags
protoporphyrin	ZCFFYALKHPIRKJ-UHFFFAOYSA-N	[M-H]-	561.25073	1.230339708	0.480339708	1.980339708	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA07A12 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A12 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
5-hydroxyindoleacetic acid	DUUGKQCEGZLZNO-UHFFFAOYSA-N	[M-H]-	190.05097	1.234115709	0.484115709	1.984115709	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA06E08 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA06E08 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none				HF_Aug2019	
SULINDAC	MLKXDPUZXIRXEP-MFOYZWKCSA-N	[M+Cl]-	391.0576456	1.241410603	0.741410603	1.741410603	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_50_MS-P5-C11_1_Rg70to1050-CE205060norm--S1_Run267.h5	HF_Aug2019	
4-chloroindole-3-acetic acid	WNCFBCKZRJDRKZ-UHFFFAOYSA-N	[M-H]-	208.01708	1.245473212	0.495473212	1.995473212	20	negative	none				HF_Aug2019	
2-methyl-6-nitro-4(1H)-quinolone	RTYZYMGYCRYVGF-UHFFFAOYSA-N	[M-H]-	203.04622	1.248508406	0.498508406	1.998508406	20	negative	split peak near solvent front				HF_Aug2019	
thymine	RWQNBRDOKXIBIV-UHFFFAOYSA-N	[M-H]-	125.03565	1.255231064	0.505231064	2.005231064	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01E05 2. MZRT: m/z-rt manually verified 3. PEAK: choppy w shoulders, close to void 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
24-epibrassinolide	IXVMHGVQKLDRKH-QHBHMFGVSA-N	[M-H]-	479.33781	1.259977152	0.509977152	2.009977152	20	negative	split peak near solvent front				HF_Aug2019	
DYPHYLLINE	KSCFJBIXMNOVSH-UHFFFAOYSA-N	[M+Cl]-	289.0709069	1.264813673	0.764813673	1.764813673	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_14_MS-P2-C5_1_Rg70to1050-CE205060norm--S1_Run83.h5	HF_Aug2019	
Indole-3-acetamide	ZOAMBXDOGPRZLP-UHFFFAOYSA-N	[M-H]-	173.07203694	1.2657118934819025	0.7657118934819025	1.7657118934819023	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260311_JGI_AE_511825_SorghAnth_final_EXP120B_HILICZ_USHXG03401/20260311_JGI_AE_511825_SorghAnth_final_EXP120B_HILICZ_USHXG03401_NEG_MS2_RefStd-3_Indole3Acetamide-10ugml_1_Rg70to1050-CE205060norm-RefStd-S1_Run250.h5	HF_Aug2019	
Luteolin	IQPNAANSBPBGFQ-UHFFFAOYSA-N	[M-H]-	285.04046	1.26833127	0.51833127	2.01833127	20	negative	messy split peak near solvent front				HF_Aug2019	
BROMOCRIPTINE MESYLATE	OZVBMTJYIDMWIL-NXIPCUEUSA-N	[M-H]-	652.2140055	1.268502545	0.768502545	1.768502545	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_2_MS-P1-C3_1_Rg70to1050-CE205060norm--S1_Run22.h5	HF_Aug2019	
3-(2-hydroxyphenyl)propanoic acid	CJBDUOMQLFKVQC-UHFFFAOYSA-N	[M-H]-	165.05572	1.272167126	0.522167126	2.022167126	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05G07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: small bump on short tail 4. SPECTRUM: perfect match to metatlas; STANDARD ANNOTATION: 1. SOURCE: IROA05G07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: small bump on short tail 4. SPECTRUM: perfect match to metatlas				HF_Aug2019	
2,4-dihydroxypteridine	UYEUUXMDVNYCAM-UHFFFAOYSA-N	[M-H]-	163.02615	1.272194658	0.522194658	2.022194658	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04A05 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect match to metatlas; STANDARD ANNOTATION: 1. SOURCE: IROA04A05 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect match to metatlas				HF_Aug2019	
SULFINPYRAZONE	MBGGBVCUIVRRBF-UHFFFAOYSA-N	[M-H]-	403.1121875	1.274744443	0.774744443	1.774744443	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_48_MS-P5-C9_1_Rg70to1050-CE102040norm--S1_Run256.h5	HF_Aug2019	
3alpha-hydroxy-5beta-cholanic acid	SMEROWZSTRWXGI-YPLGJCPNSA-N	[M-H]-	375.29047	1.276546249	0.526546249	2.026546249	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified; MSMS confirmed by: MONA 3. PEAK: split peak in void 4. SPECTRUM: calc'ed score is low because of binning issue but is perfect match with LOTS of grags				HF_Aug2019	
NOVOBIOCIN SODIUM	YJQPYGGHQPGBLI-KGSXXDOSSA-N	[M-H]-	611.224634	1.28037491	0.78037491	1.78037491	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_33_MS-P4-C4_1_Rg70to1050-CE102040norm--S1_Run179.h5	HF_Aug2019	
CANAGLIFLOZIN	XTNGUQKDFGDXSJ-ZXGKGEBGSA-N	[M+Cl]-	479.1100751	1.282396128	0.782396128	1.782396128	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_25_MS-P3-C6_1_Rg70to1050-CE205060norm--S1_Run139.h5	HF_Aug2019	
Quercetin	REFJWTPEDVJJIY-UHFFFAOYSA-N	[M-H]-	301.03538	1.296742507	0.546742507	2.046742507	20	negative	none				HF_Aug2019	
Gibberellin A7	SEEGHKWOBVVBTQ-NFMPGMCNSA-N	[M-H]-	329.13945	1.304587011	0.554587011	2.054587011	20	negative	none				HF_Aug2019	
N-acetylserotonin	MVAWJSIDNICKHF-UHFFFAOYSA-N	[M-H]-	217.09825	1.305746832	0.555746832	2.055746832	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA06A07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice but in void 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA06A07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice but in void 4. SPECTRUM: none				HF_Aug2019	
ferulic acid	KSEBMYQBYZTDHS-HWKANZROSA-N	[M-H]-	193.05063	1.309825349	0.559825349	2.059825349	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05D08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA05D08 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
Jasmonoyl-S-Isoleucine	IBZYPBGPOGJMBF-USJDGMIGSA-N	[M-H]-	322.20238	1.334545943	0.584545943	2.084545943	20	negative	messy peak shape				HF_Aug2019	
Anthranilic acid	RWZYAGGXGHYGMB-UHFFFAOYSA-N	[M-H]-	136.040402464	1.3354562583642844	0.8354562583642844	1.8354562583642844	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260311_JGI_AE_511825_SorghAnth_final_EXP120B_HILICZ_USHXG03401/20260311_JGI_AE_511825_SorghAnth_final_EXP120B_HILICZ_USHXG03401_NEG_MS2_RefStd-7_AnthranilicAcid-10ugml_1_Rg70to1050-CE205060norm-RefStd-S1_Run271.h5	HF_Aug2019	
ISONIAZID	QRXWMOHMRWLFEY-UHFFFAOYSA-N	[M-H]-	136.0516358	1.346045012	0.846045012	1.846045012	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_29_MS-P3-C10_1_Rg70to1050-CE205060norm--S1_Run160.h5	HF_Aug2019	
DIFLUNISAL	HUPFGZXOMWLGNK-UHFFFAOYSA-N	[M-H]-	249.0368746	1.350322831	0.850322831	1.850322831	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_16_MS-P2-C7_1_Rg70to1050-CE205060norm--S1_Run93.h5	HF_Aug2019	
Sinapic Acid	PCMORTLOPMLEFB-UHFFFAOYSA-N	[M-H]-	223.06119748400002	1.3556296834538655	0.8556296834538655	1.8556296834538655	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20251120_JGI_LB_511319_OryNip_final_IQX_HILICZ_USHXG03362/20251120_JGI_LB_511319_OryNip_final_IQX_HILICZ_USHXG03362_NEG_MS2_RefStd-9_SinapicAcid_2_Rg70to1050-CE205060norm-20ugml-S1_Run180.h5	HF_Aug2019	
N-(Phenylmethyl)-9H-purin-6-amine	NWBJYWHLCVSVIJ-UHFFFAOYSA-N	[M-H]-	224.09417	1.380985205	0.630985205	2.130985205	20	negative	split peak near solvent front				HF_Aug2019	
kinetin	QANMHLXAZMSUEX-UHFFFAOYSA-N	[M-H]-	214.07343	1.382334307	0.632334307	2.132334307	20	negative	none				HF_Aug2019	
uracil	ISAKRJDGNUQOIC-UHFFFAOYSA-N	[M-H]-	111.02	1.393699506	0.643699506	2.143699506	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01F03 2. MZRT: m/z-rt manually verified 3. PEAK: nice with right shoulder 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01F03 2. MZRT: m/z-rt manually verified 3. PEAK: nice with right shoulder 4. SPECTRUM: none				HF_Aug2019	
N6-isopentyl adenosine	USVMJSALORZVDV-SDBHATRESA-N	[M-H]-	334.15208	1.414559324	0.664559324	2.164559324	20	negative	split peak near solvent front				HF_Aug2019	
3-4-5-Trimethoxybenzoic Acid	SJSOFNCYXJUNBT-UHFFFAOYSA-N	[M-H]-	211.06119748400002	1.4333938999042029	0.9333938999042029	1.9333938999042029	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20250610_JGI_MB-KW_510659_MtrophMeth-13C_final_EXP120B_HILICZ_USHXG01827/20250610_JGI_MB-KW_510659_MtrophMeth-13C_final_EXP120B_HILICZ_USHXG01827_NEG_MS2_RefStd-S24_3-4-5-TrimethoxyBenzoicAcid_B_Rg70to1050-CE205060norm-super-S1_Run485.h5	HF_Aug2019	
para-topolin riboside	LZNPQLJNXKVMMY-SCFUHWHPSA-N	[M-H]-	386.14699	1.448423196	0.698423196	2.198423196	20	negative	none				HF_Aug2019	
kinetin riboside	CAGLGYNQQSIUGX-SDBHATRESA-N	[M-H]-	346.11569	1.491141025	0.741141025	2.241141025	20	negative	none				HF_Aug2019	
purine	KDCGOANMDULRCW-UHFFFAOYSA-N	[M-H]-	119.03632	1.515576118	0.765576118	2.265576118	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01A07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01A07 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice 4. SPECTRUM: none				HF_Aug2019	
CHLORAMPHENICOL SODIUM SUCCINATE	LIRCDOVJWUGTMW-NKUHCKNESA-N	[M-H]-	421.0210948	1.521499832	1.021499832	2.021499832	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_1_MS-P1-C2_1_Rg70to1050-CE102040norm--S1_Run16.h5	HF_Aug2019	
ETHACRYNIC ACID	AVOLMBLBETYQHX-UHFFFAOYSA-N	[M-H]-	301.0039882	1.524160521	1.024160521	2.024160521	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_19_MS-P2-C10_1_Rg70to1050-CE205060norm--S1_Run109.h5	HF_Aug2019	
4-coumaric acid	NGSWKAQJJWESNS-ZZXKWVIFSA-N	[M-H]-	163.04007	1.524381333	0.774381333	2.274381333	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA07A03 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA07A03 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
vanillic acid	WKOLLVMJNQIZCI-UHFFFAOYSA-N	[M-H]-	167.03498	1.557504191	0.807504191	2.307504191	20	negative	STANDARD ANNOTATION: 1. SOURCE: NMLC0107 2. MZRT: m/z-rt manually verified; MSMS confirmed by: mona_score, mona_matching_mzs 3. PEAK: right shoulder 4. SPECTRUM: perfect; STANDARD ANNOTATION: 1. SOURCE: NMLC0107 2. MZRT: m/z-rt manually verified; MSMS confirmed by: mona_score, mona_matching_mzs 3. PEAK: right shoulder 4. SPECTRUM: perfect				HF_Aug2019	
TOLMETIN SODIUM	UPSPUYADGBWSHF-UHFFFAOYSA-N	[M-H]-	256.0979173	1.598257761	1.098257761	2.098257761	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_46_MS-P5-C7_1_Rg70to1050-CE205060norm--S1_Run247.h5	HF_Aug2019	
thymidine	IQFYYKKMVGJFEH-XLPZGREQSA-N	[M-H]-	241.083	1.603927488	0.853927488	2.353927488	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01D06 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: right shoulder 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
syringic acid	JMSVCTWVEWCHDZ-UHFFFAOYSA-N	[M-H]-	197.04555	1.608256557	0.858256557	2.358256557	20	negative	STANDARD ANNOTATION: 1. SOURCE: NMLC1001 2. MZRT: m/z-rt manually verified; MSMS confirmed by: mona_score, mona_num_matches 3. PEAK: nice 4. SPECTRUM: perfect; STANDARD ANNOTATION: 1. SOURCE: NMLC1001 2. MZRT: m/z-rt manually verified; MSMS confirmed by: mona_score, mona_num_matches 3. PEAK: nice 4. SPECTRUM: perfect				HF_Aug2019	
2-hydroxyphenylacetic acid	IWYDHOAUDWTVEP-SSDOTTSWSA-N	[M-H]-	151.04007	1.616534167	0.866534167	2.366534167	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05E09 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: small spike on tail 4. SPECTRUM: perefect msms; STANDARD ANNOTATION: 1. SOURCE: IROA05E09 2. MZRT: m/z-rt manually verified 3. PEAK: small spike on tail 4. SPECTRUM: perefect msms				HF_Aug2019	
FUROSEMIDE	ZZUFCTLCJUWOSV-UHFFFAOYSA-N	[M-H]-	329.0004441	1.618671526	1.118671526	2.118671526	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_25_MS-P3-C6_1_Rg70to1050-CE102040norm--S1_Run138.h5	HF_Aug2019	
ALLOPURINOL	OFCNXPDARWKPPY-UHFFFAOYSA-N	[M-H]-	135.0312347	1.625042171	1.125042171	2.125042171	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_1_MS-P1-C2_1_Rg70to1050-CE102040norm--S1_Run16.h5	HF_Aug2019	
HYDROCORTISONE HEMISUCCINATE	VWQWXZAWFPZJDA-PILPDLGISA-N	[M-H]-	461.218092	1.625911622	1.125911622	2.125911622	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_24_MS-P3-C5_1_Rg70to1050-CE102040norm--S1_Run133.h5	HF_Aug2019	
2-hydroxycinnamic acid	PMOWTIHVNWZYFI-AATRIKPKSA-N	[M-H]-	163.04007	1.633651723	0.883651723	2.383651723	20	negative	STANDARD ANNOTATION: 1. SOURCE: NMLC1302 2. MZRT: m/z-rt manually verified 3. PEAK: nice 4. SPECTRUM: possible coellution at solvent front or binning issue; STANDARD ANNOTATION: 1. SOURCE: NMLC1302 2. MZRT: m/z-rt manually verified 3. PEAK: nice 4. SPECTRUM: possible coellution at solvent front or binning issue				HF_Aug2019	
5'-methylthioadenosine	WUUGFSXJNOTRMR-IOSLPCCCSA-N	[M+acetate]-	356.10341	1.641728044	0.891728044	2.391728044	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01D05 2. MZRT: m/z-rt manually verified 3. PEAK: triplet peak 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01D05 2. MZRT: m/z-rt manually verified 3. PEAK: triplet peak 4. SPECTRUM: none				HF_Aug2019	
5'-methylthioadenosine	WUUGFSXJNOTRMR-IOSLPCCCSA-N	[M-H]-	296.08228	1.641728044	0.891728044	2.391728044	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA01D05 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: triplet peak 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01D05 2. MZRT: m/z-rt manually verified 3. PEAK: triplet peak 4. SPECTRUM: none				HF_Aug2019	
ortho-topolin riboside	URVCVGNFSZHAOA-UHFFFAOYSA-N	[M-H]-	372.13134	1.654468747	0.904468747	2.404468747	20	negative	none				HF_Aug2019	
MERCAPTOPURINE	GLVAUDGFNGKCSF-UHFFFAOYSA-N	[M-H]-	151.0083911	1.657164412	1.157164412	2.157164412	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_21_MS-P3-C2_1_Rg70to1050-CE102040norm--S1_Run118.h5	HF_Aug2019	
3-hydroxybutanoic acid	WHBMMWSBFZVSSR-GSVOUGTGSA-N	[M-H]-	103.04007	1.679437495	0.929437495	2.429437495	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA04C05 2. MZRT: m/z-rt manually verified; MSMS confirmed by: MONA 3. PEAK: none 4. SPECTRUM: perfect match to mona; STANDARD ANNOTATION: 1. SOURCE: IROA04C05 2. MZRT: m/z-rt manually verified; MSMS confirmed by: MONA 3. PEAK: none 4. SPECTRUM: perfect match to mona				HF_Aug2019	
Gibberellin A5	ZOWHLBOPCIHIHW-KQBHUUJHSA-N	[M-H]-	329.13945	1.713068875	0.963068875	2.463068875	20	negative	none				HF_Aug2019	
DEFERASIROX	BOFQWVMAQOTZIW-UHFFFAOYSA-N	[M-H]-	372.09898	1.727531519	1.227531519	2.227531519	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_34_MS-P4-C5_1_Rg70to1050-CE205060norm--S1_Run185.h5	HF_Aug2019	
4-hydroxybenzoic acid	FJKROLUGYXJWQN-UHFFFAOYSA-N	[M-H]-	137.02442	1.742754426	0.992754426	2.492754426	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05A05 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, MONA 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
Gibberellin A34	IGZIQAJJXGRAJF-TXZPEUJSSA-N	[M-H]-	347.15001	1.766558979	1.016558979	2.516558979	20	negative	none				HF_Aug2019	
CLOXACILLIN SODIUM	LQOLIRLGBULYKD-JKIFEVAISA-N	[M-H]-	434.0582934	1.783754575	1.283754575	2.283754575	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_12_MS-P2-C3_1_Rg70to1050-CE205060norm--S1_Run73.h5	HF_Aug2019	
Indole-3-acetic acid	SEOVTRFCIGRIMH-UHFFFAOYSA-N	[M-H]-	174.056052528	1.788568742409107	1.288568742409107	2.2885687424091072	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260311_JGI_AE_511825_SorghAnth_final_EXP120B_HILICZ_USHXG03401/20260311_JGI_AE_511825_SorghAnth_final_EXP120B_HILICZ_USHXG03401_NEG_MS2_RefStd-4_Indole3AA-10ugml_1_Rg70to1050-CE102040norm-RefStd-S1_Run254.h5	HF_Aug2019	
5'-deoxyadenosine	XGYIMTFOTBMPFP-KQYNXXCUSA-N	[M-H]-	250.09456	1.78865508	1.03865508	2.53865508	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA03H08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA03H08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect msms				HF_Aug2019	
homovanillic acid	QRMZSPFSDQBLIX-UHFFFAOYSA-N	[M-H]-	181.05063	1.80117237	1.05117237	2.55117237	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA06C08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect match to metatlas; STANDARD ANNOTATION: 1. SOURCE: IROA06C08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect match to metatlas				HF_Aug2019	
3-hydroxyanthranilic acid	WJXSWCUQABXPFS-UHFFFAOYSA-N	[M-H]-	152.03532	1.868664341	1.118664341	2.618664341	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA05F06 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect match to metatlas; STANDARD ANNOTATION: 1. SOURCE: IROA05F06 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect match to metatlas				HF_Aug2019	
deoxyuridine	MXHRCPNRJAMMIM-SHYZEUOFSA-N	[M-H]-	227.06735	1.876662419	1.126662419	2.626662419	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA02D02 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA02D02 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: nice 4. SPECTRUM: none				HF_Aug2019	
LUMEFANTRINE	DYLGFOYVTXJFJP-MFKUBSTISA-N	[M+Cl]-	562.1243497	1.935312724	1.435312724	2.435312724	5	negative				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_NEG_MS2_22_MS-P3-C3_1_Rg70to1050-CE102040norm--S1_Run123.h5	HF_Aug2019	
1-hydroxy-2-naphthoic acid	SJJCQDRGABAVBB-UHFFFAOYSA-N	[M-H]-	187.04007	1.956485647	1.206485647	2.706485647	20	negative	STANDARD ANNOTATION: 1. SOURCE: IROA07E10 2. MZRT: m/z-rt manually verified 3. PEAK: most likely , double peak (2nd bigger) 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07E10 2. MZRT: m/z-rt manually verified 3. PEAK: most likely , double peak (2nd bigger) 4. SPECTRUM: none				HF_Aug2019	
