label	compound_name	inchi_key	adduct	mz	rt_peak	rt_min	rt_max	mz_tolerance	polarity	identification_notes	classes	pathways	source	rt_space	tags
PROMETHAZINE HYDROCHLORIDE (peak1)	PROMETHAZINE HYDROCHLORIDE (peak1)	PWWVAXIEGOYWEE-UHFFFAOYSA-N	[M+H]+	285.1419956	1.936093344	1.436093344	2.436093344	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_40_MS-P4-C11_1_Rg70to1050-CE205060norm--S1_Run214.h5	HF_Aug2019	
acetylcholine	acetylcholine	OIPILFWXSMYKGL-UHFFFAOYSA-N	[M]+	146.11756	1.9552864	1.2052864	2.7052864	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA04D08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: much more intense than background 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA04D08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: much more intense than background 4. SPECTRUM: perfect msms				HF_Aug2019	
dethiobiotin	dethiobiotin	AUTOLBMXDDTRRT-JGVFFNPUSA-N	[M+H]+	215.13902	1.980749648	1.230749648	2.730749648	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA06A04 2. MZRT: m/z-rt manually verified 3. PEAK: none 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA06A04 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect match to metatlas				HF_Aug2019	
PYRVINIUM PAMOATE	PYRVINIUM PAMOATE	QMHSXPLYMTVAMK-UHFFFAOYSA-N	[M]+	382.2272257	1.990733756	1.490733756	2.490733756	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_49_MS-P5-C10_1_Rg70to1050-CE205060norm--S1_Run260.h5	HF_Aug2019	
STREPTOZOSIN	STREPTOZOSIN	ZSJLQEPLLKMAKR-GKHCUFPYSA-N	[M+H]+	266.0982758	2.022848434	1.522848434	2.522848434	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_47_MS-P5-C8_1_Rg70to1050-CE205060norm--S1_Run250.h5	HF_Aug2019	
BENZETHONIUM CHLORIDE	BENZETHONIUM CHLORIDE	SIYLLGKDQZGJHK-UHFFFAOYSA-N	[M]+	412.3204574	2.025414869	1.525414869	2.525414869	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_4_MS-P1-C5_1_Rg70to1050-CE205060norm--S1_Run30.h5	HF_Aug2019	
STREPTOZOSIN	STREPTOZOSIN	ZSJLQEPLLKMAKR-GKHCUFPYSA-N	[M-H2O+H]+	248.0877108	2.028051145	1.528051145	2.528051145	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_47_MS-P5-C8_1_Rg70to1050-CE205060norm--S1_Run250.h5	HF_Aug2019	
glucuronolactone	glucuronolactone	UYUXSRADSPPKRZ-SKNVOMKLSA-N	[M+NH4]+	194.06591	2.06444907	1.31444907	2.81444907	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA02B07 2. MZRT: m/z-rt manually verified 3. PEAK: low intensity 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA02B07 2. MZRT: m/z-rt manually verified 3. PEAK: low intensity 4. SPECTRUM: none				HF_Aug2019	
cholic acid	cholic acid	BHQCQFFYRZLCQQ-OELDTZBJSA-N	[2M+H]+	817.58243	2.085356043	1.335356043	2.835356043	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA07E02 2. MZRT: m/z-rt manually verified 3. PEAK: nice followed by a 2nd small peak 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07E02 2. MZRT: m/z-rt manually verified 3. PEAK: nice followed by a 2nd small peak 4. SPECTRUM: none				HF_Aug2019	
meta-topolin	meta-topolin	BUDWTFCZGZYQHZ-UHFFFAOYSA-N	[M+H]+	242.10364	2.086668979	1.336668979	2.836668979	20	positive	none				HF_Aug2019	
4-hydroxy-2-quinolone	4-hydroxy-2-quinolone	HDHQZCHIXUUSMK-UHFFFAOYSA-N	[M+H]+	162.05495	2.120450442	1.370450442	2.870450442	20	positive	none				HF_Aug2019	
CLOMIPHENE CITRATE	CLOMIPHENE CITRATE	GKIRPKYJQBWNGO-QPLCGJKRSA-N	[M+H]+	406.1932182	2.131558306	1.631558306	2.631558306	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_19_MS-P2-C10_1_Rg70to1050-CE205060norm--S1_Run107.h5	HF_Aug2019	
DICLOXACILLIN SODIUM	DICLOXACILLIN SODIUM	YFAGHNZHGGCZAX-JKIFEVAISA-N	[M+H]+	470.033873	2.131818351	1.631818351	2.631818351	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_11_MS-P2-C2_1_Rg70to1050-CE102040norm--S1_Run65.h5	HF_Aug2019	
PYRILAMINE MALEATE	PYRILAMINE MALEATE	YECBIJXISLIIDS-UHFFFAOYSA-N	[M+H]+	286.1913884	2.132121821	1.632121821	2.632121821	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_47_MS-P5-C8_1_Rg70to1050-CE205060norm--S1_Run250.h5	HF_Aug2019	
TRIHEXYPHENIDYL HYDROCHLORIDE	TRIHEXYPHENIDYL HYDROCHLORIDE	HWHLPVGTWGOCJO-UHFFFAOYSA-N	[M+H]+	302.2478406	2.134237714	1.634237714	2.634237714	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_46_MS-P5-C7_1_Rg70to1050-CE102040norm--S1_Run244.h5	HF_Aug2019	
DACARBAZINE	DACARBAZINE	FDKXTQMXEQVLRF-ZHACJKMWSA-N	[M+H]+	183.0988849	2.138180938	1.638180938	2.638180938	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_16_MS-P2-C7_1_Rg70to1050-CE102040norm--S1_Run90.h5	HF_Aug2019	
pyridoxine	pyridoxine	LXNHXLLTXMVWPM-UHFFFAOYSA-N	[M+H]+	170.08117	2.152626994	1.402626994	2.902626994	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA01G08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: tailing 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01G08 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: tailing 4. SPECTRUM: none				HF_Aug2019	
PILOCARPINE NITRATE	PILOCARPINE NITRATE	QCHFTSOMWOSFHM-WPRPVWTQSA-N	[M+H]+	209.1284538	2.157272961	1.657272961	2.657272961	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_40_MS-P4-C11_1_Rg70to1050-CE102040norm--S1_Run213.h5	HF_Aug2019	
GRAMICIDIN (gramicidin A shown)	GRAMICIDIN (gramicidin A shown)	ZWCXYZRRTRDGQE-UHFFFAOYSA-N	[M+2H]2+	941.5425425	2.172881166	1.672881166	2.672881166	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_21_MS-P3-C2_1_Rg70to1050-CE205060norm--S1_Run117.h5	HF_Aug2019	
PROPANTHELINE BROMIDE	PROPANTHELINE BROMIDE	VVWYOYDLCMFIEM-UHFFFAOYSA-N	[M]+	368.2214717	2.180213112	1.680213112	2.680213112	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_41_MS-P5-C2_1_Rg70to1050-CE205060norm--S1_Run219.h5	HF_Aug2019	
GENTIAN VIOLET	GENTIAN VIOLET	LGLFFNDHMLKUMI-UHFFFAOYSA-N	[M]+	372.2428758	2.181177308	1.681177308	2.681177308	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_29_MS-P3-C10_1_Rg70to1050-CE102040norm--S1_Run157.h5	HF_Aug2019	
3-hydroxyphenylacetic acid	3-hydroxyphenylacetic acid	FVMDYYGIDFPZAX-UHFFFAOYSA-N	[M+NH4]+	170.08117	2.207033227	1.457033227	2.957033227	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA06D08 2. MZRT: m/z-rt manually verified 3. PEAK: tailing, a little shifted from other adducts but probably because so high intensity 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA06D08 2. MZRT: m/z-rt manually verified 3. PEAK: ok 4. SPECTRUM: none				HF_Aug2019	
2'-deoxyadenosine	2'-deoxyadenosine	OLXZPDWKRNYJJZ-RRKCRQDMSA-N	[M+H]+	252.10912	2.232236238	1.482236238	2.982236238	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA04A01 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST, MONA 3. PEAK: none 4. SPECTRUM: perfect msms; STANDARD ANNOTATION: 1. SOURCE: IROA04A01 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016 3. PEAK: none 4. SPECTRUM: perfect match to metatlas				HF_Aug2019	
SODIUM OXYBATE	SODIUM OXYBATE	SJZRECIVHVDYJC-UHFFFAOYSA-N	[M-H2O+H]+	87.04405512	2.257570235	1.757570235	2.757570235	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_5_MS-P1-C6_1_Rg70to1050-CE102040norm--S1_Run34.h5	HF_Aug2019	
TAMOXIFEN CITRATE (peak2)	TAMOXIFEN CITRATE (peak2)	NKANXQFJJICGDU-QPLCGJKRSA-N	[M+H]+	372.2321905	2.29293761	1.79293761	2.79293761	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_41_MS-P5-C2_1_Rg70to1050-CE102040norm--S1_Run218.h5	HF_Aug2019	
TRIPELENNAMINE CITRATE	TRIPELENNAMINE CITRATE	UFLGIAIHIAPJJC-UHFFFAOYSA-N	[M+H]+	256.1808237	2.351016976	1.851016976	2.851016976	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_41_MS-P5-C2_1_Rg70to1050-CE102040norm--S1_Run218.h5	HF_Aug2019	
DIPYRIDAMOLE	DIPYRIDAMOLE	IZEKFCXSFNUWAM-UHFFFAOYSA-N	[M+H]+	505.3245278	2.37043096	1.87043096	2.87043096	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_16_MS-P2-C7_1_Rg70to1050-CE205060norm--S1_Run91.h5	HF_Aug2019	
ALVERINE CITRATE	ALVERINE CITRATE	ZPFXAOWNKLFJDN-UHFFFAOYSA-N	[M+H]+	282.2216259	2.417699704	1.917699704	2.917699704	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_2_MS-P1-C3_1_Rg70to1050-CE102040norm--S1_Run19.h5	HF_Aug2019	
DICYCLOMINE HYDROCHLORIDE	DICYCLOMINE HYDROCHLORIDE	CURUTKGFNZGFSE-UHFFFAOYSA-N	[M+H]+	310.2740554	2.427467924	1.927467924	2.927467924	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_12_MS-P2-C3_1_Rg70to1050-CE205060norm--S1_Run71.h5	HF_Aug2019	
THIORIDAZINE HYDROCHLORIDE	THIORIDAZINE HYDROCHLORIDE	KLBQZWRITKRQQV-UHFFFAOYSA-N	[M+H]+	371.1610168	2.459938004	1.959938004	2.959938004	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_50_MS-P5-C11_1_Rg70to1050-CE102040norm--S1_Run264.h5	HF_Aug2019	
AMINOSALICYLATE SODIUM	AMINOSALICYLATE SODIUM	WUBBRNOQWQTFEX-UHFFFAOYSA-N	[M+H]+	154.0498691	2.495499445	1.995499445	2.995499445	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_9_MS-P1-C10_1_Rg70to1050-CE205060norm--S1_Run55.h5	HF_Aug2019	
CHLORPROMAZINE HYDROCHLORIDE (peak2)	CHLORPROMAZINE HYDROCHLORIDE (peak2)	ZPEIMTDSQAKGNT-UHFFFAOYSA-N	[M+H]+	319.1030233	2.506588394	2.006588394	3.006588394	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_9_MS-P1-C10_1_Rg70to1050-CE205060norm--S1_Run55.h5	HF_Aug2019	
trans-zeatin	trans-zeatin	UZKQTCBAMSWPJD-FARCUNLSSA-N	[M+H]+	220.11929	2.508320322	1.758320322	3.258320322	20	positive	none				HF_Aug2019	
Feruloyl Hexoside	Feruloyl Hexoside	JWRQVQWBNRGGPK-PMQCXRHVSA-N	[M+NH4]+	374.1445552	2.539311238	2.039311238	3.039311238	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20241002_JGI_HS_510060_SorghExu_final1_EXP120B_HILICZ_USHXG02558/20241002_JGI_HS_510060_SorghExu_final1_EXP120B_HILICZ_USHXG02558_POS_MS2_RefStd-14_FeruloylHexoside_1_Rg70to1050-CE102040norm-10ugmL-S1_Run441.h5	HF_Aug2019	
Feruloyl Hexoside	Feruloyl Hexoside	JWRQVQWBNRGGPK-PMQCXRHVSA-N	[M+H]+	357.1180082	2.566086429	2.066086429	3.066086429	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20241002_JGI_HS_510060_SorghExu_final1_EXP120B_HILICZ_USHXG02558/20241002_JGI_HS_510060_SorghExu_final1_EXP120B_HILICZ_USHXG02558_POS_MS2_RefStd-14_FeruloylHexoside_1_Rg70to1050-CE102040norm-10ugmL-S1_Run441.h5	HF_Aug2019	
RESERPINE	RESERPINE	QEVHRUUCFGRFIF-MDEJGZGSSA-N	[M+H]+	609.2806569	2.58100526	2.08100526	3.08100526	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_44_MS-P5-C5_1_Rg70to1050-CE102040norm--S1_Run233.h5	HF_Aug2019	
biliverdin	biliverdin	RCNSAJSGRJSBKK-YKSNQIBWSA-N	[M+H]+	583.25511	2.618855504	1.868855504	3.368855504	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA04E10 2. MZRT: m/z-rt manually verified 3. PEAK: ok, choppy 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA04E10 2. MZRT: m/z-rt manually verified 3. PEAK: ok, choppy 4. SPECTRUM: none				HF_Aug2019	
NAFCILLIN SODIUM	NAFCILLIN SODIUM	GPXLMGHLHQJAGZ-XBOMOHCESA-N	[M+H]+	415.1322188	2.622729986	2.122729986	3.122729986	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_34_MS-P4-C5_1_Rg70to1050-CE102040norm--S1_Run182.h5	HF_Aug2019	
ISOPROPAMIDE IODIDE	ISOPROPAMIDE IODIDE	JTPUMZTWMWIVPA-UHFFFAOYSA-O	[M]+	353.2581915	2.650599285	2.150599285	3.150599285	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_30_MS-P3-C11_1_Rg70to1050-CE102040norm--S1_Run162.h5	HF_Aug2019	
adenine	adenine	GFFGJBXGBJISGV-UHFFFAOYSA-N	[M+H]+	136.06177	2.675523943	1.925523943	3.425523943	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA03F01 2. MZRT: m/z-rt manually verified 3. PEAK: found in both plate locations 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA07A11 2. MZRT: m/z-rt manually verified 3. PEAK: split peak in void 4. SPECTRUM: none				HF_Aug2019	
SULFASALAZINE	SULFASALAZINE	NCEXYHBECQHGNR-QZQOTICOSA-N	[M+H]+	399.0757665	2.727199563	2.227199563	3.227199563	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_46_MS-P5-C7_1_Rg70to1050-CE205060norm--S1_Run245.h5	HF_Aug2019	
xanthine	xanthine	LRFVTYWOQMYALW-UHFFFAOYSA-N	[M+H]+	153.0407	2.732024463	1.982024463	3.482024463	20	positive	STANDARD ANNOTATION: 1. SOURCE: IROA01D10 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: nice but with small r shoulder 4. SPECTRUM: none; STANDARD ANNOTATION: 1. SOURCE: IROA01D10 2. MZRT: m/z-rt manually verified; MSMS confirmed by: NML2016, NIST 3. PEAK: nice but with small r shoulder 4. SPECTRUM: none				HF_Aug2019	
1-1-O-isopropylidene-a-xylofuranose	1-1-O-isopropylidene-a-xylofuranose	JAUQZVBVVJJRKM-XZBKPIIZSA-N	[M+NH4]+	208.117946548	2.74079603918895	2.24079603918895	3.2407960391889503	5					/global/cfs/cdirs/metatlas/raw_data/jgi/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402/20260106_JGI_LP-AC_510770_StrigoArab_final_EXP120B_HILICZ_USHXG03402_POS_MS2_RefStd-36_1-1-O-IPL-a-xylofuranose_1_Rg70to1050-CE205060norm-strigo-ACNwater-S1_Run664.h5	HF_Aug2019	
ERYTHROMYCIN ETHYLSUCCINATE	ERYTHROMYCIN ETHYLSUCCINATE	NSYZCCDSJNWWJL-YXOIYICCSA-N	[M+H]+	862.5158613	2.750787555	2.250787555	3.250787555	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_12_MS-P2-C3_1_Rg70to1050-CE102040norm--S1_Run70.h5	HF_Aug2019	
CLEMASTINE FUMARATE	CLEMASTINE FUMARATE	YNNUSGIPVFPVBX-NHCUHLMSSA-N	[M+H]+	344.1775681	2.753592233	2.253592233	3.253592233	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_16_MS-P2-C7_1_Rg70to1050-CE102040norm--S1_Run90.h5	HF_Aug2019	
PROMETHAZINE HYDROCHLORIDE (peak2)	PROMETHAZINE HYDROCHLORIDE (peak2)	PWWVAXIEGOYWEE-UHFFFAOYSA-N	[M+H]+	285.1419956	2.785891004	2.285891004	3.285891004	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_40_MS-P4-C11_1_Rg70to1050-CE102040norm--S1_Run213.h5	HF_Aug2019	
2-mercaptoethanesulfonic acid (coenzyme M)	2-mercaptoethanesulfonic acid (coenzyme M)	ZNEWHQLOPFWXOF-UHFFFAOYSA-N	[M+NH4]+	160.0096591	2.791731966	2.291731966	3.291731966	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250502_JGI_RH_509790_LCB70-Lac13C_final-Set1_EXP120B_HILICZ_USHXG01827/20250502_JGI_RH_509790_LCB70-Lac13C_final-Set1_EXP120B_HILICZ_USHXG01827_POS_MS2_RefStd-5_coenzymeM_2_Rg70to1050-CE205060norm-10ugml-S1_Run237.h5	HF_Aug2019	
KETOCONAZOLE	KETOCONAZOLE	XMAYWYJOQHXEEK-NASUQTAISA-N	[M+H]+	531.1560367	2.791933936	2.291933936	3.291933936	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_25_MS-P3-C6_1_Rg70to1050-CE102040norm--S1_Run136.h5	HF_Aug2019	
ETHOPROPAZINE HYDROCHLORIDE	ETHOPROPAZINE HYDROCHLORIDE	CDOZDBSBBXSXLB-UHFFFAOYSA-N	[M+H]+	313.1732958	2.823406261	2.323406261	3.323406261	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_23_MS-P3-C4_1_Rg70to1050-CE205060norm--S1_Run127.h5	HF_Aug2019	
TRIFLUOPERAZINE HYDROCHLORIDE (peak1)	TRIFLUOPERAZINE HYDROCHLORIDE (peak1)	ZEWQUBUPAILYHI-UHFFFAOYSA-N	[M+H]+	408.1715794	2.824997921	2.324997921	3.324997921	5	positive				/global/cfs/cdirs/metatlas/raw_data/jgi/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827/20250403_JGI_BerkLab_507792_MicroSourceStds_P1toP5-NormOnly_EXP120B_HILICZ_USHXG01827_POS_MS2_45_MS-P5-C6_1_Rg70to1050-CE102040norm--S1_Run238.h5	HF_Aug2019	
